t_secs,rss_kb,vmhwm_kb,fds,threads,accept_inflight,panic_total
0.000,7352,7352,11,10,42,0
15.003,22292,26708,32,9,12,0
30.011,24096,26916,21,9,72,0
45.013,24392,27192,77,9,17,0
60.017,23568,27276,76,9,19,0
75.022,23340,27276,44,9,18,0
90.026,23340,27276,53,9,54,0
105.031,23344,27276,78,9,11,0
120.036,23928,27456,68,9,11,0
135.045,24304,27456,26,9,10,0
150.046,23532,27456,27,9,10,0
165.052,23880,27456,34,9,10,0
180.054,23564,27456,36,9,8,0
195.058,23436,28192,50,9,11,0
210.064,23340,28192,41,9,37,0
225.068,23668,28192,27,9,9,0
240.000,24716,28192,27,9,6,0
