t_secs,rss_kb,vmhwm_kb,fds,threads,panic_total
0.000,8568,8568,11,10,0
15.003,25496,25712,21,9,0
30.004,25940,26092,21,9,0
45.006,26036,26144,23,9,0
60.007,26252,26456,20,9,0
75.009,26380,26696,23,9,0
90.012,26408,26696,24,9,0
105.014,26012,26696,19,9,0
120.016,26072,26696,23,9,0
135.018,26084,26696,19,9,0
150.021,26128,26696,21,9,0
165.023,26016,26696,21,9,0
180.025,26016,26696,21,9,0
195.027,26180,26696,22,9,0
210.029,26204,26696,19,9,0
225.032,26028,27000,21,9,0
240.033,26052,27000,19,9,0
255.034,26028,27000,20,9,0
270.035,26028,27000,22,9,0
285.036,26088,27000,21,9,0
300.038,26160,27000,20,9,0
315.041,26208,27000,22,9,0
330.043,26328,27000,23,9,0
345.045,26112,27000,20,9,0
360.048,26040,27000,22,9,0
375.052,26040,27288,21,9,0
390.054,26040,27288,20,9,0
405.056,26040,27300,21,9,0
420.058,26284,27300,20,9,0
435.060,26148,27300,20,9,0
450.062,26084,27300,20,9,0
465.064,26040,27300,23,9,0
480.066,26108,27300,19,9,0
495.067,26216,27300,19,9,0
510.069,26540,27300,21,9,0
525.071,26396,27300,24,9,0
540.073,26152,27300,21,9,0
555.075,26040,27300,20,9,0
570.077,26040,27300,21,9,0
585.081,26140,27300,23,9,0
600.083,26140,27300,21,9,0
615.085,26448,27300,23,9,0
630.087,26272,27300,22,9,0
645.089,27268,27600,19,9,0
660.092,27308,27600,19,9,0
675.096,26040,27600,23,9,0
690.097,26252,27600,24,9,0
705.100,26172,27600,21,9,0
720.103,26156,27600,21,9,0
735.107,26464,27600,23,9,0
750.110,26040,27600,22,9,0
765.114,26352,27600,20,9,0
780.116,26040,27600,21,9,0
795.117,26040,27600,24,9,0
810.119,26384,27600,22,9,0
825.121,26040,27600,25,9,0
840.122,26264,27600,22,9,0
855.126,26040,27600,20,9,0
870.128,26892,27600,25,9,0
885.131,26832,27600,23,9,0
900.001,26040,27600,21,9,0
