t_secs,rss_kb,vmhwm_kb,fds,threads,panic_total
0.000,8400,8400,11,10,0
15.001,22784,22784,12,9,0
30.002,23204,23348,12,9,0
45.005,22876,23384,12,9,0
60.007,24816,24988,12,9,0
75.009,25012,25340,12,9,0
90.011,24612,25340,12,9,0
105.013,24340,25340,12,9,0
120.014,27388,27388,12,9,0
135.016,28256,28256,12,9,0
150.018,27816,27988,12,9,0
165.019,27928,27988,12,9,0
180.020,27968,27988,12,9,0
195.021,28340,28340,13,9,0
210.023,28320,28320,12,9,0
225.025,27964,28080,12,9,0
240.027,32404,32404,12,9,0
255.029,32900,32900,12,9,0
270.031,33160,33160,12,9,0
285.034,33328,33328,12,9,0
300.036,33484,33484,12,9,0
315.038,33660,33660,12,9,0
330.040,33688,33688,12,9,0
345.042,33640,33640,12,9,0
360.043,33940,33940,12,9,0
375.046,34264,34264,12,9,0
390.048,34172,34172,12,9,0
405.049,34184,34184,12,9,0
420.051,34200,34200,12,9,0
435.053,34212,34212,12,9,0
450.055,34256,34256,12,9,0
465.056,35436,35744,12,9,0
480.059,41288,41752,12,9,0
495.063,41296,41752,12,9,0
510.064,41300,41752,12,9,0
525.066,41360,41752,12,9,0
540.069,41360,41752,12,9,0
555.070,41400,41752,12,9,0
570.072,41400,41752,12,9,0
585.073,41400,41752,12,9,0
600.076,41400,41752,12,9,0
615.077,41400,41752,12,9,0
630.079,41424,41752,12,9,0
645.081,41424,41752,12,9,0
660.083,41488,41752,12,9,0
675.086,41488,41752,12,9,0
690.087,41528,41752,12,9,0
705.089,41528,41752,12,9,0
720.091,41560,41752,12,9,0
735.092,41560,41752,12,9,0
750.093,41560,41752,12,9,0
765.096,41560,41752,12,9,0
780.097,41560,41752,12,9,0
795.099,41572,41752,12,9,0
810.102,41572,41752,12,9,0
825.104,41640,41752,12,9,0
840.106,41640,41752,12,9,0
855.107,41640,41752,12,9,0
870.108,41648,41752,12,9,0
885.110,41708,41752,12,9,0
900.001,41708,41752,12,9,0
