t_secs,rss_kb,vmhwm_kb,fds,threads,panic_total
0.000,7752,7752,11,9,0
5.002,22172,22660,11,9,0
10.003,24604,24604,11,9,0
15.004,24460,24852,11,9,0
20.005,24780,24852,11,9,0
25.006,25208,25332,11,9,0
30.007,25004,25532,11,9,0
35.008,25568,25568,11,9,0
40.009,24200,25784,11,9,0
45.010,24960,25784,11,9,0
50.011,24396,25784,11,9,0
55.012,24900,25784,11,9,0
60.014,25364,25880,11,9,0
65.015,24736,25932,11,9,0
70.016,25204,26024,11,9,0
75.018,25444,26024,11,9,0
80.019,25652,26024,11,9,0
85.020,25396,26024,11,9,0
90.022,24576,26024,11,9,0
95.023,24884,26024,11,9,0
100.024,25508,26024,11,9,0
105.025,24800,26024,12,9,0
110.026,25072,26024,11,9,0
115.027,24732,26024,11,9,0
120.028,24584,26024,11,9,0
125.029,25320,26024,12,9,0
130.030,25528,26320,11,9,0
135.031,24920,26320,11,9,0
140.032,25280,26320,11,9,0
145.033,25036,26320,11,9,0
150.034,24980,26320,11,9,0
155.035,25084,26320,11,9,0
160.036,26336,26820,11,9,0
165.037,25304,26820,11,9,0
170.038,25712,26820,11,9,0
175.040,25124,26820,11,9,0
180.042,25200,26820,11,9,0
185.043,24732,26820,11,9,0
190.044,25368,26820,11,9,0
195.045,24888,26820,11,9,0
200.046,25172,26820,11,9,0
205.047,24988,26820,11,9,0
210.048,25428,26820,11,9,0
215.050,24960,26820,12,9,0
220.051,24628,26820,11,9,0
225.052,24832,26820,11,9,0
230.053,25428,26820,11,9,0
235.054,24924,26820,11,9,0
240.055,26280,26820,11,9,0
245.056,24592,26820,11,9,0
250.057,24436,26820,11,9,0
255.058,24380,26820,11,9,0
260.059,24772,26820,11,9,0
265.060,24832,26820,11,9,0
270.061,25384,26820,12,9,0
275.062,24572,26820,11,9,0
280.063,25508,26820,11,9,0
285.064,25628,26820,11,9,0
290.065,25784,26820,11,9,0
295.066,25472,26820,11,9,0
300.068,24924,26820,11,9,0
305.069,25220,26820,11,9,0
310.070,25256,26820,11,9,0
315.072,25404,26820,11,9,0
320.074,25244,26820,11,9,0
325.075,24992,26820,11,9,0
330.077,24808,26820,11,9,0
335.078,25232,26820,11,9,0
340.079,25344,26820,11,9,0
345.081,25628,26820,12,9,0
350.082,26012,26820,11,9,0
355.083,25652,26820,11,9,0
360.085,25212,26820,11,9,0
365.087,25448,26820,11,9,0
370.088,25480,26820,11,9,0
375.089,25200,26820,11,9,0
380.090,25992,26820,11,9,0
385.091,25460,26820,11,9,0
390.093,24716,26820,11,9,0
395.094,25448,26820,11,9,0
400.095,25468,26820,11,9,0
405.096,24824,26820,11,9,0
410.097,24832,26820,11,9,0
415.098,25480,26820,11,9,0
420.099,26240,26820,11,9,0
425.100,25484,26820,12,9,0
430.101,25420,26820,12,9,0
435.102,24652,26820,11,9,0
440.103,25312,26820,11,9,0
445.104,26332,26820,11,9,0
450.105,25000,26820,11,9,0
455.106,25464,26820,11,9,0
460.107,25248,26820,11,9,0
465.108,25492,26820,11,9,0
470.109,25216,26820,11,9,0
475.111,24736,26820,11,9,0
480.113,25320,26820,11,9,0
485.114,26084,26820,11,9,0
490.115,25644,26820,11,9,0
495.116,25676,26820,11,9,0
500.118,26168,26820,11,9,0
505.119,26428,26820,11,9,0
510.120,25964,26820,11,9,0
515.122,26064,26820,11,9,0
520.123,25988,26820,11,9,0
525.124,26192,26864,11,9,0
530.125,26428,26864,11,9,0
535.126,26776,27080,11,9,0
540.128,25948,27276,11,9,0
545.129,26012,27276,11,9,0
550.130,25512,27276,12,9,0
555.131,25896,27276,11,9,0
560.133,25944,27276,11,9,0
565.134,25792,27276,11,9,0
570.135,26048,27276,11,9,0
575.136,25392,27276,11,9,0
580.137,26040,27276,11,9,0
585.138,25452,27536,11,9,0
590.139,24792,27536,11,9,0
595.140,25392,27536,11,9,0
600.141,25028,27536,11,9,0
605.142,24972,27536,11,9,0
610.143,25564,27536,11,9,0
615.144,25008,27536,11,9,0
620.145,25128,27536,11,9,0
625.146,25220,27536,11,9,0
630.147,26044,27536,11,9,0
635.148,25216,27536,11,9,0
640.149,25256,27536,11,9,0
645.151,25736,27536,11,9,0
650.152,26080,27536,11,9,0
655.153,25852,27536,11,9,0
660.155,25364,27536,11,9,0
665.156,25600,27536,11,9,0
670.157,25252,27536,11,9,0
675.158,24848,27536,11,9,0
680.159,24888,27536,11,9,0
685.161,25184,27536,11,9,0
690.162,25440,27536,11,9,0
695.163,26068,27536,11,9,0
700.164,25216,27536,11,9,0
705.165,24944,27536,11,9,0
710.166,25208,27536,11,9,0
715.167,25380,27536,11,9,0
720.168,25844,27536,11,9,0
725.169,26244,27536,11,9,0
730.170,25332,27536,11,9,0
735.171,25388,27536,11,9,0
740.172,26288,27536,11,9,0
745.173,26004,27536,11,9,0
750.174,26448,27536,12,9,0
755.175,25696,27536,11,9,0
760.176,25852,27536,12,9,0
765.177,25804,27536,11,9,0
770.178,26004,27536,11,9,0
775.179,25488,27536,11,9,0
780.180,25492,27536,11,9,0
785.181,25320,27536,11,9,0
790.182,25932,27536,11,9,0
795.183,25084,27536,11,9,0
800.184,24744,27536,11,9,0
805.185,25380,27536,11,9,0
810.186,25632,27536,11,9,0
815.187,25640,27536,11,9,0
820.188,25560,27536,11,9,0
825.189,25840,27536,11,9,0
830.190,25728,27536,11,9,0
835.191,24756,27536,11,9,0
840.192,24864,27536,11,9,0
845.193,25728,27536,11,9,0
850.194,25164,27536,11,9,0
855.195,25196,27536,11,9,0
860.196,25744,27536,12,9,0
865.197,26144,27536,11,9,0
870.198,25768,27536,11,9,0
875.200,26148,27536,11,9,0
880.201,25440,27536,11,9,0
885.202,24964,27536,11,9,0
890.203,25692,27536,11,9,0
895.204,26248,27536,11,9,0
900.205,25820,27536,12,9,0
905.206,26228,27536,11,9,0
910.207,25704,27536,11,9,0
915.208,25360,27536,11,9,0
920.210,25188,27536,11,9,0
925.211,24692,27536,11,9,0
930.212,25080,27536,11,9,0
935.214,25544,27536,11,9,0
940.215,25444,27536,11,9,0
945.216,25316,27536,11,9,0
950.217,25804,27536,11,9,0
955.218,25856,27536,11,9,0
960.001,25324,27536,11,9,0
