t_secs,rss_kb,vmhwm_kb,fds,threads,accept_inflight,panic_total
0.000,7096,7096,12,10,27,0
15.010,25620,28424,25,9,44,0
30.018,25756,30076,22,9,47,0
45.030,24828,30076,23,9,58,0
60.045,24948,30076,23,9,22,0
75.050,26772,30076,24,9,11,0
90.055,26164,30076,23,9,9,0
105.059,27068,30076,24,9,35,0
120.073,28488,30076,154,9,180,0
135.084,25056,30688,21,9,7,0
150.089,24916,30688,23,9,10,0
165.099,25188,30688,39,9,9,0
180.101,26256,30688,26,9,10,0
195.106,24852,31308,66,9,28,0
210.111,24908,31308,26,9,41,0
225.113,24836,31308,24,9,6,0
240.117,24836,31308,13,9,1,0
255.122,25572,31308,221,9,78,0
270.128,24836,31308,33,9,11,0
285.129,24836,31308,24,9,12,0
300.133,24836,31308,27,9,30,0
315.137,24836,31308,17,9,3,0
330.141,24836,31308,28,9,13,0
345.143,24952,31308,28,9,65,0
360.163,25112,31308,22,9,8,0
375.165,25220,31308,64,9,25,0
390.170,26980,31308,164,9,45,0
405.175,24836,31308,36,9,7,0
420.180,24836,31308,32,9,14,0
435.183,27108,31308,119,9,21,0
450.190,25316,31308,118,9,29,0
465.194,24836,31308,27,9,16,0
480.203,26548,31308,25,9,7,0
495.205,25604,31308,26,9,9,0
510.207,24836,31308,24,9,12,0
525.213,25696,31308,23,9,11,0
540.219,25504,31308,42,9,12,0
555.225,24952,31308,23,9,29,0
570.231,25192,32428,65,9,39,0
585.241,26420,32428,49,9,11,0
600.243,25812,32428,126,9,60,0
615.250,25564,32428,34,9,15,0
630.253,25924,32428,27,9,10,0
645.257,24888,32428,58,9,11,0
660.263,24836,32428,44,9,92,0
675.268,24836,32428,30,9,10,0
690.270,24872,32428,18,9,167,0
705.275,24872,32428,36,9,20,0
720.285,24836,32428,27,9,25,0
735.290,24836,32428,55,9,10,0
750.297,24836,32428,27,9,36,0
765.301,24836,32428,26,9,32,0
780.307,25828,32428,66,9,9,0
795.312,24964,32428,27,9,9,0
810.314,24964,32428,38,9,41,0
825.323,24988,32428,138,9,14,0
840.326,25420,32428,178,9,84,0
855.348,24836,32428,39,9,25,0
870.360,24836,32428,26,9,10,0
885.363,24836,32428,27,9,26,0
900.374,24836,32428,20,9,4,0
