t_secs,rss_kb,vmhwm_kb,fds,threads,accept_inflight,panic_total
0.000,8592,8592,11,10,,0
30.005,22884,22884,18,9,6,0
60.016,23064,23384,18,9,6,0
90.021,23420,23648,17,9,7,0
120.032,23472,24004,18,9,3,0
150.037,23388,24004,18,9,6,0
180.048,23496,24004,19,9,7,0
210.057,22968,24056,19,9,7,0
240.074,23480,24056,18,9,5,0
270.080,23308,24056,18,9,5,0
300.089,23684,24056,17,9,6,0
330.097,23324,24056,18,9,6,0
360.115,23152,24056,18,9,5,0
390.135,23492,24056,18,9,6,0
420.140,23016,24056,18,9,6,0
450.143,22980,24056,17,9,6,0
480.164,23476,24056,18,9,5,0
510.177,23284,24056,17,9,5,0
540.184,22796,24056,16,9,6,0
570.188,23540,24056,18,9,6,0
600.198,23732,24056,18,9,6,0
630.208,23300,24332,18,9,6,0
660.220,23900,24332,18,9,6,0
690.237,23496,24332,18,9,5,0
720.245,23676,24332,18,9,6,0
750.261,23628,24332,18,9,5,0
780.271,23748,24332,18,9,5,0
810.274,23588,24332,18,9,5,0
840.278,23720,24332,18,9,6,0
870.307,23036,24332,18,9,6,0
900.317,23172,24332,18,9,6,0
930.325,23076,24332,19,9,6,0
960.333,23168,24332,17,9,5,0
990.342,23864,24332,18,9,6,0
1020.353,23604,24332,18,9,5,0
1050.367,23632,24368,18,9,5,0
1080.398,23864,24368,18,9,6,0
1110.405,23464,24368,18,9,6,0
1140.409,23592,24368,18,9,5,0
1170.413,23772,24368,18,9,5,0
1200.421,23616,24368,18,9,6,0
1230.437,23816,24368,18,9,6,0
1260.449,23676,24368,20,9,8,0
1290.474,24016,24368,18,9,6,0
1320.485,24232,24620,17,9,6,0
1350.496,24568,24620,17,9,6,0
1380.514,23756,24620,18,9,7,0
1410.522,24684,24684,18,9,6,0
1440.538,24368,24680,17,9,6,0
1470.545,23972,24680,18,9,6,0
1500.548,23820,24680,16,9,4,0
1530.554,23832,24680,18,9,6,0
1560.563,23736,24680,18,9,6,0
1590.571,23476,24680,18,9,6,0
1620.579,23280,24680,18,9,6,0
1650.584,23480,24680,18,9,5,0
1680.592,23604,24680,18,9,6,0
1710.611,23500,24680,18,9,6,0
1740.614,23580,24680,18,9,6,0
1770.625,23552,24680,18,9,6,0
1800.637,24108,24680,17,9,5,0
1830.642,23944,24680,18,9,6,0
1860.654,24020,24680,18,9,6,0
1890.660,23936,24680,18,9,6,0
1920.670,24420,24680,17,9,6,0
1950.676,23948,24680,18,9,6,0
1980.689,24020,24788,18,9,6,0
2010.702,23664,24788,18,9,6,0
2040.711,23696,24788,17,9,5,0
2070.723,23676,24788,18,9,6,0
2100.734,23916,24788,18,9,6,0
2130.736,23692,24788,17,9,6,0
2160.744,24152,24788,18,9,6,0
2190.751,23688,24876,17,9,6,0
2220.758,23900,24876,18,9,7,0
2250.789,23656,24876,17,9,7,0
2280.797,24344,24876,18,9,6,0
2310.805,24344,24876,18,9,6,0
2340.816,23628,24876,17,9,5,0
2370.824,23676,24876,17,9,5,0
2400.834,24360,24876,18,9,6,0
2430.843,24132,24876,17,9,6,0
